language	ID	basic	np	Dist_D	Dist_N	Dist_A
Korean_2.8	7739137	SOV	DAN_	3	1	2
Korean_2.8	8247421	SOV	DAN_	3	1	2
Korean_2.8	9134706	SOV	DAN_	3	1	2
Korean_2.8	9671526	SOV	ADN_	2	1	3
Kurmanji_2.8	3897795	OSV	A_DN	1	2	1
Kurmanji_2.8	6930359	SOV	A_DN	1	2	1
Kurmanji_2.8	766748	OSV	A_ND	2	1	1
Kurmanji_2.8	9674304	SVO	A_DN	1	2	1
Kurmanji_2.8	2547781	SVO	DNA_	3	2	1
Kurmanji_2.8	287029	SOV	A_DN	1	2	1
Kurmanji_2.8	3096992	SOV	A_DN	1	2	1
Kurmanji_2.8	4026621	SOV	A_DN	1	2	1
Kurmanji_2.8	6134730	SVO	NDA_	2	3	1
Kurmanji_2.8	627898	SVO	A_DN	1	2	1
Kurmanji_2.8	687395	SOV	A_DN	1	2	1
Kurmanji_2.8	7231071	SVO	NAD_	1	3	2
Kurmanji_2.8	7876393	SOV	A_ND	2	1	1
Kurmanji_2.8	9788263	SOV	A_ND	2	1	1
Kurmanji_2.8	9811920	SOV	A_DN	1	2	1
Latin_2.8	1579107	OSV	AND_	1	2	3
Latin_2.8	1712472	OSV	AND_	1	2	3
Latin_2.8	3174093	OSV	DAN_	3	1	2
Latin_2.8	3300755	OSV	AND_	1	2	3
Latin_2.8	6561635	SVO	DA_N	2	1	1
Latin_2.8	6576444	OSV	AND_	1	2	3
Latin_2.8	6869158	SOV	AN_D	1	1	2
Latin_2.8	3512562	SOV	NDA_	2	3	1
Latin_2.8	6362831	SOV	NDA_	2	3	1
Latin_2.8	3400867	SVO	NDA_	2	3	1
Latin_2.8	6915235	SVO	AND_	1	2	3
Latin_2.8	6987111	SVO	DNA_	3	2	1
Latin_2.8	3547268	SOV	AD_N	1	1	2
Latin_2.8	4138152	SOV	NAD_	1	3	2
Latin_2.8	4592275	SOV	NAD_	1	3	2
Latin_2.8	495977	SOV	DNA_	3	2	1
Latin_2.8	5504754	SOV	NAD_	1	3	2
Latin_2.8	8318206	SOV	ADN_	2	1	3
Latin_2.8	9029430	SOV	NAD_	1	3	2
Latin_2.8	9476316	SOV	ADN_	2	1	3
Latin_2.8	9620290	SOV	NAD_	1	3	2
Latvian_2.8	1225214	SVO	NAD_	1	3	2
Latvian_2.8	6848574	SVO	A_DN	1	2	1
Latvian_2.8	807634	SOV	NDA_	2	3	1
Latvian_2.8	8077153	SVO	NA_D	1	2	1
Latvian_2.8	4660642	SVO	NA_D	1	2	1
Latvian_2.8	6611862	SVO	NA_D	1	2	1
Latvian_2.8	8521019	SVO	NA_D	1	2	1
Latvian_2.8	1222333	SVO	NA_D	1	2	1
Latvian_2.8	4131461	SVO	AN_D	1	1	2
Latvian_2.8	1833824	SVO	ADN_	2	1	3
Latvian_2.8	2480470	SVO	ADN_	2	1	3
Latvian_2.8	2893090	SVO	ADN_	2	1	3
Latvian_2.8	5202784	OSV	ADN_	2	1	3
Latvian_2.8	6154291	SOV	DAN_	3	1	2
Latvian_2.8	6672353	SVO	ADN_	2	1	3
Latvian_2.8	8609765	OSV	AN_D	1	1	2
Latvian_2.8	915216	SVO	ADN_	2	1	3
Latvian_2.8	958847	OSV	A_ND	2	1	1
Latvian_2.8	9896555	OSV	ADN_	2	1	3
Latvian_2.8	9905748	SVO	ADN_	2	1	3
Latvian_2.8	992892	SVO	ADN_	2	1	3
Lithuanian_2.8	143278	OSV	AN_D	1	1	2
Lithuanian_2.8	8995898	SOV	DA_N	2	1	1
Lithuanian_2.8	1960771	SVO	NDA_	2	3	1
Lithuanian_2.8	5855355	SVO	DA_N	2	1	1
Lithuanian_2.8	1132596	SVO	NDA_	2	3	1
Lithuanian_2.8	1339073	SVO	NDA_	2	3	1
Lithuanian_2.8	2274655	SVO	NDA_	2	3	1
Lithuanian_2.8	2632535	SOV	A_DN	1	2	1
Lithuanian_2.8	3256003	SOV	DNA_	3	2	1
Lithuanian_2.8	3264243	SVO	DA_N	2	1	1
Lithuanian_2.8	3561767	SVO	DA_N	2	1	1
Lithuanian_2.8	382534	SOV	DA_N	2	1	1
Lithuanian_2.8	4709121	SVO	A_DN	1	2	1
Lithuanian_2.8	5440781	SVO	NDA_	2	3	1
Lithuanian_2.8	6122993	SVO	DA_N	2	1	1
Lithuanian_2.8	6537171	SOV	DA_N	2	1	1
Lithuanian_2.8	6656842	SVO	DA_N	2	1	1
Lithuanian_2.8	6890132	SVO	DA_N	2	1	1
Lithuanian_2.8	9868340	SOV	DA_N	2	1	1
Maltese_2.8	5515583	SVO	NA_D	1	2	1
Maltese_2.8	6308070	SOV	DA_N	2	1	1
Maltese_2.8	6829673	OSV	A_ND	2	1	1
Maltese_2.8	4134935	SOV	NA_D	1	2	1
Maltese_2.8	358829	OSV	A_ND	2	1	1
Maltese_2.8	5608871	OSV	DA_N	2	1	1
Maltese_2.8	1746347	OSV	A_DN	1	2	1
Maltese_2.8	1818275	OSV	A_DN	1	2	1
Maltese_2.8	4247383	SVO	DA_N	2	1	1
Maltese_2.8	5357916	OSV	A_ND	2	1	1
Maltese_2.8	6157852	SVO	A_ND	2	1	1
Maltese_2.8	6842379	OSV	A_DN	1	2	1
Maltese_2.8	7457157	SOV	A_ND	2	1	1
Maltese_2.8	7645073	SOV	DA_N	2	1	1
Maltese_2.8	8131360	SOV	A_DN	1	2	1
Maltese_2.8	8189262	SOV	A_ND	2	1	1
Maltese_2.8	8564283	OSV	A_ND	2	1	1
Maltese_2.8	9648365	SVO	DA_N	2	1	1
Maltese_2.8	9997714	SVO	DA_N	2	1	1
Manx_2.8	1101701	SOV	DNA_	3	2	1
Manx_2.8	2285203	OSV	AN_D	1	1	2
Manx_2.8	3868818	OSV	AD_N	1	1	2
Manx_2.8	4068457	OSV	NDA_	2	3	1
Manx_2.8	4751823	SOV	ADN_	2	1	3
Manx_2.8	491579	SOV	A_ND	2	1	1
Manx_2.8	4937801	OSV	DNA_	3	2	1
Manx_2.8	5553527	OSV	DA_N	2	1	1
Manx_2.8	5694982	OSV	DA_N	2	1	1
Manx_2.8	5729430	SVO	AN_D	1	1	2
Manx_2.8	6779992	OSV	DA_N	2	1	1
Manx_2.8	6956171	SOV	NA_D	1	2	1
Manx_2.8	7771172	OSV	A_ND	2	1	1
Manx_2.8	8474698	SVO	AN_D	1	1	2
Manx_2.8	9298989	OSV	DA_N	2	1	1
Mbya_Guarani_2.8	5230727	SVO	NDA_	2	3	1
Mbya_Guarani_2.8	6726104	SVO	DNA_	3	2	1
Mbya_Guarani_2.8	9862333	SOV	AND_	1	2	3
Mbya_Guarani_2.8	1803671	SVO	DA_N	2	1	1
Mbya_Guarani_2.8	2233022	SVO	A_DN	1	2	1
Mbya_Guarani_2.8	4003834	SVO	ADN_	2	1	3
Mbya_Guarani_2.8	3080166	SOV	ADN_	2	1	3
Mbya_Guarani_2.8	3596176	SVO	NA_D	1	2	1
Mbya_Guarani_2.8	4561945	SOV	NDA_	2	3	1
Mbya_Guarani_2.8	5856482	SVO	NAD_	1	3	2
Mbya_Guarani_2.8	5866954	SVO	ADN_	2	1	3
Mbya_Guarani_2.8	618076	SVO	ADN_	2	1	3
Mbya_Guarani_2.8	673769	SOV	AND_	1	2	3
Mbya_Guarani_2.8	759213	SVO	AND_	1	2	3
Mbya_Guarani_2.8	9253158	SOV	AD_N	1	1	2
Mbya_Guarani_2.8	942154	SVO	A_ND	2	1	1
Mbya_Guarani_2.8	9750968	SVO	A_DN	1	2	1
Mbya_Guarani_2.8	9876470	OSV	AND_	1	2	3
Naija_2.8	1484980	SVO	ADN_	2	1	3
Naija_2.8	229357	SVO	NDA_	2	3	1
Naija_2.8	2545410	SVO	NDA_	2	3	1
Naija_2.8	421658	SVO	NDA_	2	3	1
Naija_2.8	4507552	SVO	DAN_	3	1	2
Naija_2.8	4780262	SVO	DAN_	3	1	2
Naija_2.8	5235032	SVO	AN_D	1	1	2
Naija_2.8	9991022	SOV	DAN_	3	1	2
Naija_2.8	2161463	SVO	DAN_	3	1	2
Naija_2.8	2676247	SVO	DAN_	3	1	2
Naija_2.8	4585477	SVO	ADN_	2	1	3
Naija_2.8	6669523	SVO	DAN_	3	1	2
Naija_2.8	8060152	SVO	DAN_	3	1	2
Naija_2.8	9770212	SVO	DAN_	3	1	2
Naija_2.8	9840981	SVO	DAN_	3	1	2
Naija_2.8	6212257	SVO	NDA_	2	3	1
Naija_2.8	3638601	SVO	DAN_	3	1	2
Naija_2.8	4615217	SVO	DAN_	3	1	2
Naija_2.8	5173375	SVO	DAN_	3	1	2
Naija_2.8	2369889	SVO	NAD_	1	3	2
Naija_2.8	3210957	SVO	DA_N	2	1	1
Naija_2.8	3227092	SVO	NDA_	2	3	1
Naija_2.8	3525935	SVO	ADN_	2	1	3
Naija_2.8	4371135	SVO	NDA_	2	3	1
Naija_2.8	5030625	SVO	DA_N	2	1	1
Naija_2.8	5545476	SVO	NDA_	2	3	1
Naija_2.8	555011	SVO	NDA_	2	3	1
Naija_2.8	7455859	SVO	DNA_	3	2	1
Naija_2.8	8649753	SVO	NAD_	1	3	2
Naija_2.8	8752045	SVO	DA_N	2	1	1
Naija_2.8	9544901	SVO	DA_N	2	1	1
North_Sami_2.8	3223968	SOV	NAD_	1	3	2
North_Sami_2.8	6601783	SOV	DNA_	3	2	1
North_Sami_2.8	5128158	SVO	DNA_	3	2	1
North_Sami_2.8	5422897	SOV	NA_D	1	2	1
North_Sami_2.8	9982920	SVO	NA_D	1	2	1
North_Sami_2.8	9982939	SOV	NA_D	1	2	1
North_Sami_2.8	1302293	SVO	AD_N	1	1	2
North_Sami_2.8	3640714	SVO	A_DN	1	2	1
North_Sami_2.8	3729026	SOV	NAD_	1	3	2
North_Sami_2.8	4568903	SOV	NA_D	1	2	1
North_Sami_2.8	4650683	SVO	AD_N	1	1	2
North_Sami_2.8	4712739	SOV	NA_D	1	2	1
North_Sami_2.8	4830327	SOV	DNA_	3	2	1
North_Sami_2.8	6868748	SVO	NDA_	2	3	1
North_Sami_2.8	7812594	SOV	DNA_	3	2	1
North_Sami_2.8	8141084	SVO	AD_N	1	1	2
North_Sami_2.8	8224437	SVO	AD_N	1	1	2
Norwegian_2.8	115358	SOV	ADN_	2	1	3
Norwegian_2.8	2499753	SVO	ADN_	2	1	3
Norwegian_2.8	3281959	SOV	ADN_	2	1	3
Norwegian_2.8	3426052	SVO	AND_	1	2	3
Norwegian_2.8	581333	SVO	ADN_	2	1	3
Norwegian_2.8	8311100	SOV	ADN_	2	1	3
Norwegian_2.8	8807879	SOV	ADN_	2	1	3
Norwegian_2.8	4040533	SVO	NAD_	1	3	2
Norwegian_2.8	572696	SVO	NAD_	1	3	2
Norwegian_2.8	9558796	SVO	NAD_	1	3	2
Norwegian_2.8	7754422	SVO	ADN_	2	1	3
Norwegian_2.8	9927407	SVO	ADN_	2	1	3
Norwegian_2.8	5571441	SVO	NAD_	1	3	2
Norwegian_2.8	6696155	SVO	NAD_	1	3	2
Norwegian_2.8	807944	SVO	NAD_	1	3	2
Norwegian_2.8	8309770	SVO	AD_N	1	1	2
Norwegian_2.8	1900461	SOV	AD_N	1	1	2
Norwegian_2.8	280263	SVO	NAD_	1	3	2
Norwegian_2.8	3173269	SVO	NAD_	1	3	2
Norwegian_2.8	4538636	SOV	ADN_	2	1	3
Norwegian_2.8	5691538	SVO	NAD_	1	3	2
Norwegian_2.8	6036502	SVO	NAD_	1	3	2
Norwegian_2.8	702644	SVO	NAD_	1	3	2
Norwegian_2.8	7267825	SVO	NAD_	1	3	2
Norwegian_2.8	7437558	SOV	NAD_	1	3	2
Norwegian_2.8	8691804	SOV	NAD_	1	3	2
Norwegian_2.8	9446002	SVO	NAD_	1	3	2
Old_Church_Slavonic_2.8	1323142	SOV	AD_N	1	1	2
Old_Church_Slavonic_2.8	2659442	SOV	ADN_	2	1	3
Old_Church_Slavonic_2.8	4842358	SOV	ADN_	2	1	3
Old_Church_Slavonic_2.8	6427421	SOV	AD_N	1	1	2
Old_Church_Slavonic_2.8	6972037	SVO	AD_N	1	1	2
Old_Church_Slavonic_2.8	9444030	SOV	AD_N	1	1	2
Old_Church_Slavonic_2.8	3276089	SOV	NDA_	2	3	1
Old_Church_Slavonic_2.8	731720	SOV	ADN_	2	1	3
Old_Church_Slavonic_2.8	8821432	SOV	AD_N	1	1	2
Old_Church_Slavonic_2.8	1944525	SVO	DA_N	2	1	1
Old_Church_Slavonic_2.8	1953502	SOV	DAN_	3	1	2
Old_Church_Slavonic_2.8	2877727	SOV	DAN_	3	1	2
Old_Church_Slavonic_2.8	3030232	SOV	DA_N	2	1	1
Old_Church_Slavonic_2.8	3686228	SOV	DAN_	3	1	2
Old_Church_Slavonic_2.8	9572905	SOV	NDA_	2	3	1
Old_Church_Slavonic_2.8	1100801	SOV	DAN_	3	1	2
Old_Church_Slavonic_2.8	1145585	OSV	NDA_	2	3	1
Old_Church_Slavonic_2.8	2176717	SOV	DA_N	2	1	1
Old_Church_Slavonic_2.8	4426355	SOV	DAN_	3	1	2
Old_Church_Slavonic_2.8	525452	SOV	DA_N	2	1	1
Old_Church_Slavonic_2.8	7827427	SOV	DAN_	3	1	2
Old_Church_Slavonic_2.8	8260656	SOV	NDA_	2	3	1
Old_Church_Slavonic_2.8	8296918	SVO	DAN_	3	1	2
Old_Church_Slavonic_2.8	8374010	SVO	NAD_	1	3	2
Old_Church_Slavonic_2.8	9475637	SOV	DAN_	3	1	2
Old_Church_Slavonic_2.8	9497701	SVO	DA_N	2	1	1
Old_Church_Slavonic_2.8	984664	SOV	DAN_	3	1	2
Old_East_Slavic_2.8	2663116	SVO	DA_N	2	1	1
Old_East_Slavic_2.8	407972	SOV	DA_N	2	1	1
Old_East_Slavic_2.8	5149539	SOV	AN_D	1	1	2
Old_East_Slavic_2.8	5926316	SOV	DNA_	3	2	1
Old_East_Slavic_2.8	7187236	SOV	DA_N	2	1	1
Old_East_Slavic_2.8	7548390	SOV	DNA_	3	2	1
Old_East_Slavic_2.8	8113165	SVO	DA_N	2	1	1
Old_East_Slavic_2.8	8302519	SOV	DAN_	3	1	2
Old_East_Slavic_2.8	8959568	SOV	DNA_	3	2	1
Old_East_Slavic_2.8	9287081	SOV	DNA_	3	2	1
Old_East_Slavic_2.8	9672633	SVO	DAN_	3	1	2
Old_French_2.8	3710599	SOV	AN_D	1	1	2
Old_French_2.8	152589	OSV	DAN_	3	1	2
Old_French_2.8	3852831	OSV	DAN_	3	1	2
Old_French_2.8	6281815	SOV	ADN_	2	1	3
Old_French_2.8	6832824	SOV	ADN_	2	1	3
Old_French_2.8	8817503	SOV	AN_D	1	1	2
Old_French_2.8	9305416	OSV	AN_D	1	1	2
Old_French_2.8	430683	OSV	DAN_	3	1	2
Old_French_2.8	1096441	SVO	DAN_	3	1	2
Old_French_2.8	1519136	OSV	AN_D	1	1	2
Old_French_2.8	17786	SOV	ADN_	2	1	3
Old_French_2.8	1955167	SVO	DNA_	3	2	1
Old_French_2.8	4082696	SOV	ADN_	2	1	3
Old_French_2.8	4379858	SOV	DAN_	3	1	2
Old_French_2.8	5061825	SVO	DAN_	3	1	2
Old_French_2.8	5234064	OSV	DAN_	3	1	2
Old_French_2.8	7200804	SOV	DAN_	3	1	2
Old_French_2.8	9154423	OSV	DAN_	3	1	2
Old_Russian_2.8	2079557	SOV	NAD_	1	3	2
Old_Russian_2.8	4254232	SOV	NAD_	1	3	2
Old_Russian_2.8	4992541	SOV	A_DN	1	2	1
Old_Russian_2.8	145251	SOV	DNA_	3	2	1
Old_Russian_2.8	5804793	SOV	AN_D	1	1	2
Old_Russian_2.8	8497887	SOV	A_ND	2	1	1
Old_Russian_2.8	8540095	SOV	AN_D	1	1	2
Old_Russian_2.8	2141894	SOV	DNA_	3	2	1
Persian_2.8	4379461	SOV	DNA_	3	2	1
Persian_2.8	4401562	SOV	DNA_	3	2	1
Persian_2.8	4849711	SOV	DNA_	3	2	1
Persian_2.8	5455048	OSV	DA_N	2	1	1
Persian_2.8	6483325	SOV	DNA_	3	2	1
Persian_2.8	7414188	SOV	DNA_	3	2	1
Persian_2.8	9392828	SOV	DNA_	3	2	1
Persian_2.8	972115	SOV	DNA_	3	2	1
Persian_2.8	9982248	SOV	DNA_	3	2	1
Persian_2.8	1755189	SOV	DNA_	3	2	1
Persian_2.8	4474461	SOV	DNA_	3	2	1
Persian_2.8	5588118	SOV	A_ND	2	1	1
Persian_2.8	7432471	SOV	NA_D	1	2	1
Persian_2.8	3285086	SOV	DNA_	3	2	1
Persian_2.8	4922373	SOV	DNA_	3	2	1
Persian_2.8	7321436	SOV	DNA_	3	2	1
Persian_2.8	4841849	SOV	DNA_	3	2	1
Persian_2.8	2893998	SOV	DAN_	3	1	2
Persian_2.8	6490774	SOV	DAN_	3	1	2
Persian_2.8	7659973	SOV	DNA_	3	2	1
Persian_2.8	1952936	SOV	DAN_	3	1	2
Persian_2.8	2269172	SOV	DAN_	3	1	2
Persian_2.8	2332777	SOV	DNA_	3	2	1
Persian_2.8	2836095	OSV	DA_N	2	1	1
Persian_2.8	4132810	OSV	DA_N	2	1	1
Persian_2.8	4213825	SOV	DAN_	3	1	2
Persian_2.8	4902649	SOV	DNA_	3	2	1
Persian_2.8	5014013	SVO	DNA_	3	2	1
Persian_2.8	5254145	OSV	DA_N	2	1	1
Persian_2.8	6052115	OSV	DA_N	2	1	1
Persian_2.8	6145044	OSV	DA_N	2	1	1
Persian_2.8	6765410	SOV	DNA_	3	2	1
Persian_2.8	7542527	SOV	DAN_	3	1	2
Persian_2.8	8161713	SOV	DNA_	3	2	1
Persian_2.8	9910336	SOV	DNA_	3	2	1
Polish_2.8	4266387	OSV	DAN_	3	1	2
Polish_2.8	4341923	SOV	DAN_	3	1	2
Polish_2.8	4723424	SOV	DAN_	3	1	2
Polish_2.8	5830742	SOV	DAN_	3	1	2
Polish_2.8	950285	SOV	A_ND	2	1	1
Polish_2.8	5541413	OSV	DAN_	3	1	2
Polish_2.8	969482	SOV	DAN_	3	1	2
Polish_2.8	1243139	SOV	DAN_	3	1	2
Polish_2.8	4360796	SOV	AND_	1	2	3
Polish_2.8	7416593	SOV	DAN_	3	1	2
Polish_2.8	3353636	SOV	DAN_	3	1	2
Polish_2.8	4155092	SOV	DAN_	3	1	2
Polish_2.8	4867051	SOV	DAN_	3	1	2
Polish_2.8	51726	SOV	DAN_	3	1	2
Polish_2.8	5494551	SOV	DAN_	3	1	2
Polish_2.8	6354406	SOV	DAN_	3	1	2
Polish_2.8	691112	OSV	A_ND	2	1	1
Polish_2.8	6929913	SOV	DAN_	3	1	2
Portuguese_2.8	1603602	SVO	NA_D	1	2	1
Portuguese_2.8	1668074	OSV	NA_D	1	2	1
Portuguese_2.8	1785122	OSV	NA_D	1	2	1
Portuguese_2.8	2647572	OSV	NA_D	1	2	1
Portuguese_2.8	3048024	SOV	A_DN	1	2	1
Portuguese_2.8	5075307	OSV	NA_D	1	2	1
Portuguese_2.8	5385963	OSV	NA_D	1	2	1
Portuguese_2.8	5681665	OSV	NA_D	1	2	1
Portuguese_2.8	6441704	SOV	A_ND	2	1	1
Portuguese_2.8	9590461	OSV	NA_D	1	2	1
Portuguese_2.8	9782180	OSV	NA_D	1	2	1
Portuguese_2.8	1884212	OSV	NA_D	1	2	1
Portuguese_2.8	6169316	SOV	NA_D	1	2	1
Portuguese_2.8	7144843	SOV	A_ND	2	1	1
Portuguese_2.8	8330593	OSV	NA_D	1	2	1
Portuguese_2.8	7625790	OSV	NA_D	1	2	1
Portuguese_2.8	5799867	OSV	NA_D	1	2	1
Portuguese_2.8	7500503	SOV	A_ND	2	1	1
Portuguese_2.8	8376040	SOV	NA_D	1	2	1
Portuguese_2.8	2129854	SOV	A_DN	1	2	1
Portuguese_2.8	2206680	OSV	NA_D	1	2	1
Portuguese_2.8	3016852	SOV	A_DN	1	2	1
Portuguese_2.8	4663644	OSV	NA_D	1	2	1
Portuguese_2.8	6107557	OSV	A_ND	2	1	1
Portuguese_2.8	6335022	OSV	A_ND	2	1	1
Portuguese_2.8	6707882	OSV	NA_D	1	2	1
Portuguese_2.8	7217157	OSV	NA_D	1	2	1
Portuguese_2.8	7413240	SOV	A_ND	2	1	1
Portuguese_2.8	816286	OSV	NA_D	1	2	1
Portuguese_2.8	848943	OSV	NA_D	1	2	1
Portuguese_2.8	9824083	SOV	A_ND	2	1	1
Romanian_2.8	135536	SOV	NA_D	1	2	1
Romanian_2.8	1961324	SOV	NA_D	1	2	1
Romanian_2.8	2387906	SOV	NA_D	1	2	1
Romanian_2.8	4950671	SOV	NA_D	1	2	1
Romanian_2.8	5931599	SOV	NA_D	1	2	1
Romanian_2.8	1390284	SOV	NA_D	1	2	1
Romanian_2.8	412100	SOV	NA_D	1	2	1
Romanian_2.8	4958687	SVO	NA_D	1	2	1
Romanian_2.8	5118524	SOV	NA_D	1	2	1
Romanian_2.8	7976977	SOV	A_ND	2	1	1
Romanian_2.8	1212990	SOV	NA_D	1	2	1
Romanian_2.8	3796419	SOV	NA_D	1	2	1
Romanian_2.8	2830999	SOV	NA_D	1	2	1
Romanian_2.8	3520936	SOV	NA_D	1	2	1
Romanian_2.8	3668504	SOV	NA_D	1	2	1
Romanian_2.8	559968	SOV	NA_D	1	2	1
Romanian_2.8	6215467	SVO	NA_D	1	2	1
Romanian_2.8	8468647	SOV	NA_D	1	2	1
Romanian_2.8	8486005	SOV	ADN_	2	1	3
Romanian_2.8	9291251	SOV	NA_D	1	2	1
Romanian_2.8	9830159	SOV	A_ND	2	1	1
Russian_2.8	1600714	OSV	NAD_	1	3	2
Russian_2.8	207310	SVO	ADN_	2	1	3
Russian_2.8	2517893	SVO	DNA_	3	2	1
Russian_2.8	5494953	SVO	ADN_	2	1	3
Russian_2.8	5495325	SVO	DNA_	3	2	1
Russian_2.8	6621698	SVO	NAD_	1	3	2
Russian_2.8	6999732	SVO	ADN_	2	1	3
Russian_2.8	7136985	SVO	NDA_	2	3	1
Russian_2.8	1740817	SVO	DNA_	3	2	1
Russian_2.8	4210440	SVO	DAN_	3	1	2
Russian_2.8	4852034	SVO	DNA_	3	2	1
Russian_2.8	4531343	SVO	DNA_	3	2	1
Russian_2.8	661060	SVO	DAN_	3	1	2
Russian_2.8	1872511	OSV	NAD_	1	3	2
Russian_2.8	2268314	SVO	DNA_	3	2	1
Russian_2.8	2679289	SVO	DNA_	3	2	1
Russian_2.8	2699269	OSV	DNA_	3	2	1
Russian_2.8	3535952	SVO	DNA_	3	2	1
Russian_2.8	3891851	SVO	ADN_	2	1	3
Russian_2.8	5017900	SVO	DNA_	3	2	1
Russian_2.8	503801	OSV	NAD_	1	3	2
Russian_2.8	5779171	SVO	DNA_	3	2	1
Russian_2.8	6856546	SVO	DNA_	3	2	1
Russian_2.8	8952208	SVO	DNA_	3	2	1
Russian_2.8	9225094	SVO	DNA_	3	2	1
Russian_2.8	9864542	SVO	DNA_	3	2	1
Sanskrit_2.8	1283571	OSV	NDA_	2	3	1
Sanskrit_2.8	2528397	SOV	AD_N	1	1	2
Sanskrit_2.8	3022870	SVO	AD_N	1	1	2
Sanskrit_2.8	6456545	SVO	A_DN	1	2	1
Sanskrit_2.8	1213984	OSV	A_DN	1	2	1
Sanskrit_2.8	1307710	SVO	A_DN	1	2	1
Sanskrit_2.8	1310970	SOV	A_DN	1	2	1
Sanskrit_2.8	3000100	SVO	NAD_	1	3	2
Sanskrit_2.8	4295059	SOV	AD_N	1	1	2
Sanskrit_2.8	5201555	SVO	A_DN	1	2	1
Sanskrit_2.8	555222	SOV	A_DN	1	2	1
Sanskrit_2.8	5671318	SVO	AD_N	1	1	2
Sanskrit_2.8	5996770	SOV	AD_N	1	1	2
Sanskrit_2.8	7264252	SVO	NA_D	1	2	1
Sanskrit_2.8	7466927	SVO	NAD_	1	3	2
Sanskrit_2.8	8571912	SVO	NAD_	1	3	2
Sanskrit_2.8	8653509	SOV	NA_D	1	2	1
Sanskrit_2.8	9655966	OSV	AD_N	1	1	2
Scottish_Gaelic_2.8	1601029	OSV	AN_D	1	1	2
Scottish_Gaelic_2.8	194685	SOV	NA_D	1	2	1
Scottish_Gaelic_2.8	2548094	SOV	AN_D	1	1	2
Scottish_Gaelic_2.8	3951429	OSV	AN_D	1	1	2
Scottish_Gaelic_2.8	4472992	OSV	DA_N	2	1	1
Scottish_Gaelic_2.8	5417591	OSV	AN_D	1	1	2
Scottish_Gaelic_2.8	8062633	OSV	DNA_	3	2	1
Scottish_Gaelic_2.8	8606812	OSV	A_ND	2	1	1
Scottish_Gaelic_2.8	9551766	SVO	AN_D	1	1	2
Scottish_Gaelic_2.8	1700453	SVO	A_DN	1	2	1
Scottish_Gaelic_2.8	5485148	OSV	AN_D	1	1	2
Scottish_Gaelic_2.8	1075504	SOV	AN_D	1	1	2
Scottish_Gaelic_2.8	8465128	OSV	AN_D	1	1	2
Scottish_Gaelic_2.8	6149117	SVO	NA_D	1	2	1
Scottish_Gaelic_2.8	8063519	OSV	NDA_	2	3	1
Scottish_Gaelic_2.8	9135840	OSV	AN_D	1	1	2
Scottish_Gaelic_2.8	288655	OSV	A_ND	2	1	1
Scottish_Gaelic_2.8	2920243	SVO	NA_D	1	2	1
Scottish_Gaelic_2.8	3288668	OSV	A_ND	2	1	1
Scottish_Gaelic_2.8	4293853	OSV	A_ND	2	1	1
Scottish_Gaelic_2.8	4418278	OSV	A_DN	1	2	1
Scottish_Gaelic_2.8	5288131	OSV	A_ND	2	1	1
Scottish_Gaelic_2.8	6033901	OSV	A_ND	2	1	1
Scottish_Gaelic_2.8	6382592	SVO	A_DN	1	2	1
Scottish_Gaelic_2.8	8567438	OSV	A_ND	2	1	1
Scottish_Gaelic_2.8	9002674	OSV	A_ND	2	1	1
Scottish_Gaelic_2.8	9242228	OSV	NA_D	1	2	1
Scottish_Gaelic_2.8	9497153	OSV	NA_D	1	2	1
Serbian_2.8	1104762	SOV	NAD_	1	3	2
Serbian_2.8	1284236	SOV	DNA_	3	2	1
Serbian_2.8	1440472	SOV	DNA_	3	2	1
Serbian_2.8	2659639	SOV	DNA_	3	2	1
Serbian_2.8	3372033	SOV	DNA_	3	2	1
Serbian_2.8	6542675	OSV	A_ND	2	1	1
Serbian_2.8	2366381	SOV	NA_D	1	2	1
Serbian_2.8	534494	SVO	NA_D	1	2	1
Serbian_2.8	1369142	OSV	DNA_	3	2	1
Serbian_2.8	4535197	SOV	A_DN	1	2	1
Serbian_2.8	5047851	OSV	A_ND	2	1	1
Serbian_2.8	6616987	OSV	A_ND	2	1	1
Serbian_2.8	1010109	SOV	NAD_	1	3	2
Serbian_2.8	1123452	SOV	DA_N	2	1	1
Serbian_2.8	1761257	OSV	A_ND	2	1	1
Serbian_2.8	2124199	OSV	AD_N	1	1	2
Serbian_2.8	2335622	SOV	NA_D	1	2	1
Serbian_2.8	2411852	SOV	AD_N	1	1	2
Serbian_2.8	3909314	SOV	A_ND	2	1	1
Serbian_2.8	589930	SOV	DNA_	3	2	1
Serbian_2.8	7385915	OSV	DNA_	3	2	1
Serbian_2.8	7972558	SOV	NAD_	1	3	2
Serbian_2.8	8218082	SOV	NA_D	1	2	1
Slovak_2.8	1091702	OSV	DA_N	2	1	1
Slovak_2.8	1794356	OSV	NA_D	1	2	1
Slovak_2.8	3046137	OSV	DNA_	3	2	1
Slovak_2.8	3660951	OSV	DA_N	2	1	1
Slovak_2.8	6021439	OSV	DA_N	2	1	1
Slovak_2.8	6428408	OSV	NA_D	1	2	1
Slovak_2.8	7536341	SVO	NDA_	2	3	1
Slovak_2.8	109591	SVO	NA_D	1	2	1
Slovak_2.8	1832872	OSV	NA_D	1	2	1
Slovak_2.8	24549	SVO	DA_N	2	1	1
